SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
AXISBANK, EQ, 09-Jan-2023,939.9,946.8,960,941.35,957.1,958.75,953.36,7025747,66980.48,168838,4571488,65.07
AXISBNKETF, EQ, 09-Jan-2023,426.82,426.82,430.98,426,428.22,428.57,427.7,3508,15,62,3179,90.62
AXISBPSETF, EQ, 09-Jan-2023,10.64,10.64,10.66,10.63,10.66,10.65,10.64,1968823,209.58,441,1964435,99.78
AXISCADES, EQ, 09-Jan-2023,311,318.05,319.65,307.5,312.3,314.15,312.39,43730,136.61,1256,22060,50.45
AXISCETF, EQ, 09-Jan-2023,76,76.3,77.5,75.56,76.01,76.01,76.47,296,0.23,35,198,66.89
AXISGOLD, EQ, 09-Jan-2023,47.52,47.52,48.28,47.52,48.15,48.11,48.1,55841,26.86,1187,36156,64.75
AXISHCETF, EQ, 09-Jan-2023,80.68,81.35,82.44,81.23,81.83,81.66,81.94,922,0.76,52,901,97.72
AXISILVER, EQ, 09-Jan-2023,69.49,71.38,71.38,69.7,70.79,70.78,70.75,9479,6.71,85,7681,81.03
AXISNIFTY, EQ, 09-Jan-2023,189.92,189.92,193,189.92,192.51,192.13,192.13,2770,5.32,214,1729,62.42
AXISTECETF, EQ, 09-Jan-2023,293.19,293.67,297.82,293.67,297.69,297.66,296.22,961,2.85,58,466,48.49
AXITA, EQ, 09-Jan-2023,47.7,49.3,49.3,47.15,47.35,48.1,48.44,432400,209.44,5042,279110,64.55
AYMSYNTEX, EQ, 09-Jan-2023,73.5,76,76,73,73,73.05,73.72,8771,6.47,197,5855,66.75
BAFNAPH, BE, 09-Jan-2023,102.15,100,101.7,99.1,99.25,99.45,99.76,180,0.18,7, -, -
BAGFILMS, EQ, 09-Jan-2023,5.05,5,5.15,4.9,4.95,4.95,4.99,145377,7.26,209,108576,74.69
BAHETI, SM, 09-Jan-2023,123,128.9,130,123,123.2,123.6,124.92,36000,44.97,12,30000,83.33
BAJAJ-AUTO, EQ, 09-Jan-2023,3642.25,3660.5,3669,3606,3619,3620.75,3630.08,200031,7261.28,23809,75918,37.95
BAJAJCON, EQ, 09-Jan-2023,172.75,173,175.95,172.85,173.8,174,174.61,397968,694.87,8015,226124,56.82
BAJAJELEC, EQ, 09-Jan-2023,1196.3,1196.9,1202.6,1160.75,1168,1167.35,1181.69,39529,467.11,4539,13709,34.68
BAJAJFINSV, EQ, 09-Jan-2023,1430.35,1447,1450.9,1408.65,1412,1414,1424.03,4513767,64277.39,164799,2649568,58.7
BAJAJHCARE, EQ, 09-Jan-2023,429.25,434.45,435.9,422.55,425.95,424.95,427.87,20309,86.9,1173,13724,67.58
BAJAJHIND, EQ, 09-Jan-2023,16.1,16.25,16.45,15.85,15.9,15.95,16.09,5193156,835.56,8305,2730038,52.57
BAJAJHLDNG, EQ, 09-Jan-2023,5680.25,5708.7,5860,5695.85,5835.45,5838.8,5799.54,36557,2120.14,9932,18389,50.3
BAJFINANCE, EQ, 09-Jan-2023,5980.4,6020,6078,5955,5982.9,5993.35,6017.96,1400548,84284.42,155286,584720,41.75
BALAJITELE, EQ, 09-Jan-2023,45.05,45.85,45.85,44.45,44.9,44.7,44.81,38951,17.45,438,22500,57.76
BALAMINES, EQ, 09-Jan-2023,2550.6,2566.6,2604.15,2552,2569.9,2567.85,2573.19,33094,851.57,6335,12881,38.92
BALAXI, EQ, 09-Jan-2023,594.7,605,609.95,592.1,609.7,605.1,602.09,3482,20.96,394,2437,69.99
BALKRISHNA, BE, 09-Jan-2023,36.6,37.4,37.95,36.9,36.9,37,37.2,9034,3.36,95, -, -
BALKRISIND, EQ, 09-Jan-2023,2211.4,2222.5,2238.85,2198.2,2200,2211.05,2221.72,281731,6259.27,20201,108373,38.47
BALLARPUR, BZ, 09-Jan-2023,1.1,1.1,1.1,1.05,1.05,1.05,1.07,1166996,12.5,178, -, -
BALMLAWRIE, EQ, 09-Jan-2023,130.95,132.85,132.85,128.65,129,129.15,130.79,503443,658.44,5447,303928,60.37
BALPHARMA, EQ, 09-Jan-2023,90.3,90,91.7,89,89.85,90.05,90.37,17117,15.47,343,11023,64.4
BALRAMCHIN, EQ, 09-Jan-2023,384.65,385.5,390.95,383.55,385.35,386.1,387.07,694132,2686.75,10475,141478,20.38
BANARBEADS, EQ, 09-Jan-2023,81.15,83.7,83.7,81.25,82.25,81.95,82.59,5288,4.37,192,2953,55.84
BANARISUG, EQ, 09-Jan-2023,2782.2,2782.2,2804.9,2782.2,2790,2800.35,2795.55,146,4.08,59,84,57.53
BANCOINDIA, EQ, 09-Jan-2023,200.05,201.3,202.7,198.2,199,199.55,200.42,48996,98.2,2525,23393,47.74
BANDHANBNK, EQ, 09-Jan-2023,242.35,243,248.65,233.65,246.65,247.25,244.27,14237598,34778.73,109821,3640031,25.57
BANG, EQ, 09-Jan-2023,47.3,47.35,50.65,47.35,49.75,49.3,49.59,68316,33.88,667,35325,51.71
BANKA, EQ, 09-Jan-2023,80.2,84.45,84.45,80.5,80.5,80.65,81.93,6203,5.08,259,2806,45.24
BANKBARODA, EQ, 09-Jan-2023,183.25,184.3,187.7,182.4,185.25,185.15,185.26,15758981,29194.68,79913,3080424,19.55
BANKBEES, EQ, 09-Jan-2023,427.41,427.52,431.74,427.14,430.75,430.82,430.32,1640448,7059.21,6908,1226013,74.74
BANKINDIA, EQ, 09-Jan-2023,93.45,94.2,96,93.3,95.25,95.25,94.95,18826588,17875.42,51287,5950973,31.61
BANSWRAS, EQ, 09-Jan-2023,121.15,122.9,128,122.4,123.65,123.55,125.39,134914,169.17,1661,66807,49.52
BARBEQUE, EQ, 09-Jan-2023,946.4,954.95,968.3,940,948,946.95,954.25,12364,117.98,2299,6800,55
BASF, EQ, 09-Jan-2023,2743.1,2740,2768,2732,2744,2747.8,2745.83,9323,255.99,1859,5213,55.92
BASML, EQ, 09-Jan-2023,53.35,53.35,55.05,52.7,53,53.05,53.77,31495,16.93,488,17314,54.97
BATAINDIA, EQ, 09-Jan-2023,1624.85,1644.95,1644.95,1627.95,1633.3,1635.4,1637.4,245223,4015.29,12462,175115,71.41
BAYERCROP, EQ, 09-Jan-2023,4732.9,4756.55,4757.8,4705.15,4706,4719.15,4720.91,5619,265.27,2717,3187,56.72
BBETF0432, EQ, 09-Jan-2023,1034.51,1033.99,1033.99,1030.1,1033.01,1033,1033.04,6918,71.47,69,5364,77.54
BBL, EQ, 09-Jan-2023,2430.9,2439.85,2524,2430,2435.5,2444.05,2475.01,34895,863.65,5586,17012,48.75
BBOX, EQ, 09-Jan-2023,135.9,138.55,138.55,135,136.3,136.25,136.39,16095,21.95,519,10316,64.09
BBTC, EQ, 09-Jan-2023,955.15,955.15,959.95,928.35,940,938.2,941.62,28929,272.4,3251,11978,41.4
BBTCL, EQ, 09-Jan-2023,246.3,246.3,262.05,242.2,242.25,243.6,248.2,4386,10.89,339,1887,43.02
BCG, EQ, 09-Jan-2023,28.5,28.8,28.95,28.2,28.25,28.3,28.54,9640783,2751.7,13959,4511539,46.8
BCLIND, EQ, 09-Jan-2023,309.4,335,371.25,335,371.25,371.25,366.63,186962,685.47,1203,143497,76.75
BCONCEPTS, BE, 09-Jan-2023,271.25,271.25,281.75,260,270,266.5,269.83,13513,36.46,212, -, -
BCP, EQ, 09-Jan-2023,4.95,5.2,5.2,4.85,4.95,4.9,4.95,140158,6.93,297,83370,59.48
BDL, EQ, 09-Jan-2023,937.1,941,957,930,939.95,937.65,945.11,424778,4014.62,23655,129277,30.43
BEARDSELL, EQ, 09-Jan-2023,24.75,25,26,23.55,25.9,25.5,25.02,140559,35.17,713,94180,67
BECTORFOOD, EQ, 09-Jan-2023,441.85,443.65,454.8,432.2,435,435.75,443.35,492004,2181.28,12969,299419,60.86
BEDMUTHA, EQ, 09-Jan-2023,56.7,58.5,59.2,57,57.1,57.4,57.86,4315,2.5,143,2741,63.52
BEL, EQ, 09-Jan-2023,98.95,99.9,101.7,99.5,99.9,100,100.4,11920266,11967.4,56169,4953633,41.56
BEML, EQ, 09-Jan-2023,1486,1496.9,1529,1490.75,1503,1507.5,1516.67,97953,1485.63,9718,21531,21.98
BEPL, EQ, 09-Jan-2023,121,122.5,123,118.25,119,119,120.44,437468,526.87,4923,173189,39.59
BERGEPAINT, EQ, 09-Jan-2023,568.4,571.35,574.95,565.2,570.7,568.65,569.4,441110,2511.7,20648,202726,45.96
BESTAGRO, EQ, 09-Jan-2023,1453.35,1470,1502.9,1463.25,1465,1470.45,1480.26,41606,615.88,6756,17256,41.47
BETA, SM, 09-Jan-2023,692.5,688,689.8,665.05,678.9,678.9,680.44,800,5.44,4,600,75
BEWLTD, SM, 09-Jan-2023,621.5,629,629,622,622,622,626.67,750,4.7,3,750,100
BFINVEST, EQ, 09-Jan-2023,375.9,373,378.65,361,367,367.6,370.64,69095,256.1,2924,34699,50.22
BFUTILITIE, EQ, 09-Jan-2023,398.45,400,403,392.55,395.5,397.7,398.39,186563,743.24,7207,56442,30.25
BGLOBAL, BZ, 09-Jan-2023,3.1,2.95,3.25,2.95,3,3.1,3.04,27239,0.83,48, -, -
BGRENERGY, EQ, 09-Jan-2023,58.95,58.35,60.7,58.35,59.95,59.6,59.95,171324,102.7,1787,56733,33.11
BHAGCHEM, EQ, 09-Jan-2023,1274.05,1273.8,1286.95,1242.3,1270,1269.95,1267.6,1479,18.75,110,1289,87.15
BHAGERIA, EQ, 09-Jan-2023,160.4,160.4,164,160.3,162.85,162.25,162.24,8327,13.51,297,5621,67.5
BHAGYANGR, EQ, 09-Jan-2023,45.8,45.7,46.85,45.6,45.85,45.95,46.14,8714,4.02,156,4996,57.33
BHANDARI, EQ, 09-Jan-2023,5.9,6,6.05,5.5,5.7,5.65,5.65,1100066,62.11,1009,607994,55.27
BHARATFORG, EQ, 09-Jan-2023,869.5,875,885.2,871,884,882.45,878.17,402350,3533.33,18796,183732,45.66
BHARATGEAR, EQ, 09-Jan-2023,121.55,125.75,145.85,124.6,145.85,145.85,140.84,2317380,3263.87,23354,535749,23.12
BHARATRAS, EQ, 09-Jan-2023,9521.75,9594.25,9787.35,9501,9506,9519.7,9556.66,839,80.18,493,493,58.76
BHARATWIRE, EQ, 09-Jan-2023,102.55,102,107.25,102,104.45,104.55,105.24,92035,96.86,1486,47060,51.13
BHARTIARTL, EQ, 09-Jan-2023,796,802.7,821.5,801.05,819.1,819.4,817.14,4340729,35469.79,139832,2714933,62.55
BHEL, EQ, 09-Jan-2023,81.75,82.35,82.75,80.75,81.4,81.45,81.66,14591225,11914.48,44348,3098613,21.24
BIGBLOC, EQ, 09-Jan-2023,137.3,140.05,141,134.35,134.35,135.5,136.32,23160,31.57,1186,12298,53.1
BIKAJI, EQ, 09-Jan-2023,409.2,415.1,417.65,400.8,406.15,405.95,408.03,296782,1210.95,11554,133934,45.13
BIL, EQ, 09-Jan-2023,208.8,215.05,215.05,206.45,211,210.65,210.48,3466,7.3,1070,773,22.3
BINDALAGRO, EQ, 09-Jan-2023,25.15,25.4,25.5,24.85,25,24.95,25.14,157051,39.49,2931,92069,58.62
BIOCON, EQ, 09-Jan-2023,256.35,257.5,259,255.1,257,256.8,256.68,1334267,3424.76,18421,462902,34.69
BIOFILCHEM, EQ, 09-Jan-2023,56.25,57.9,57.9,55.2,55.75,55.45,55.68,26130,14.55,469,16095,61.6
BIRET, RR, 09-Jan-2023,294.65,295.5,297,292.5,294.9,294.19,294.55,20669,60.88,777,15546,75.21
BIRLACABLE, EQ, 09-Jan-2023,149.95,151.65,160.45,149.1,152.6,151.9,155.43,517839,804.88,8530,144405,27.89
BIRLACORPN, EQ, 09-Jan-2023,950.55,952.35,964,949.65,953,960.85,955.12,77392,739.18,5128,43045,55.62
BIRLAMONEY, EQ, 09-Jan-2023,60.4,61.4,61.4,60.25,60.5,60.4,60.57,29826,18.07,343,18421,61.76
BIRLATYRE, BE, 09-Jan-2023,4.55,4.35,4.35,4.35,4.35,4.35,4.35,131365,5.71,558, -, -
BKMINDST, BZ, 09-Jan-2023,1.2,1.25,1.25,1.15,1.25,1.2,1.19,81041,0.96,82, -, -
BLBLIMITED, EQ, 09-Jan-2023,36.5,36.4,36.4,32.85,32.85,33,33.54,356907,119.71,2327,183205,51.33
BLISSGVS, EQ, 09-Jan-2023,71.4,72.95,72.95,71.25,71.8,71.45,71.65,41311,29.6,657,26357,63.8
BLKASHYAP, EQ, 09-Jan-2023,31.95,32.2,32.75,31.7,32.25,32.2,32.15,110260,35.45,703,69041,62.62
BLS, EQ, 09-Jan-2023,169.85,173,181,171,177.4,177.05,176.99,1833367,3244.95,178691,583785,31.84
BLUECHIP, BE, 09-Jan-2023,0.3,0.3,0.35,0.3,0.3,0.3,0.32,15700,0.05,8, -, -
BLUEDART, EQ, 09-Jan-2023,7675.45,7675.4,7732.1,7521.25,7550.3,7580.55,7637.79,7849,599.49,2502,3799,48.4
BLUESTARCO, EQ, 09-Jan-2023,1202.65,1207,1212,1192.4,1196.2,1205.75,1204.39,32986,397.28,5976,20495,62.13
BMETRICS, SM, 09-Jan-2023,1732.5,454.75,454.75,454.75,454.75,454.75,454.75,2400,10.91,3,1600,66.67
BODALCHEM, EQ, 09-Jan-2023,78.15,78.55,79.55,77.8,78.2,78.35,78.67,107518,84.58,1934,42818,39.82
BOHRAIND, BE, 09-Jan-2023,139.4,142.95,142.95,139,139.9,139.85,141.46,129,0.18,11, -, -
BOMDYEING, EQ, 09-Jan-2023,77,77.65,78.25,76.65,77.6,77.65,77.52,463302,359.17,3332,193150,41.69
BOROLTD, EQ, 09-Jan-2023,371.6,372,380,372,377.6,377.15,376.72,30611,115.32,2073,12555,41.01
BORORENEW, EQ, 09-Jan-2023,503.65,506.2,512.8,502.25,504,504.1,506.7,63842,323.49,5074,26123,40.92
BOSCHLTD, EQ, 09-Jan-2023,17065.7,17150.75,17249.9,17090.8,17240,17221.3,17190.34,8080,1388.98,2954,3713,45.95
BPCL, EQ, 09-Jan-2023,344.7,347.85,349.35,345.1,346.5,346.75,347.41,2259718,7850.45,57209,976018,43.19
BPL, EQ, 09-Jan-2023,61.7,62.4,63.9,62.1,63.3,63.05,62.89,44252,27.83,646,21998,49.71
BRIGADE, EQ, 09-Jan-2023,460.7,463,464.7,454.5,456,456.3,459.2,57738,265.13,4987,31138,53.93
BRIGHT, SM, 09-Jan-2023,5.5,5.75,5.75,5.75,5.75,5.75,5.75,99000,5.69,28,99000,100
BRITANNIA, EQ, 09-Jan-2023,4359.05,4380,4387.9,4336.2,4357.55,4364.3,4362.74,170110,7421.46,26557,84713,49.8
BRITANNIA, N3, 09-Jan-2023,28.96,28.8,28.98,28.8,28.86,28.86,28.92,2026,0.59,73,2026,100
BRNL, EQ, 09-Jan-2023,38.7,39.1,39.45,37.5,37.7,37.65,38.24,142156,54.36,987,84918,59.74
BROOKS, EQ, 09-Jan-2023,104.75,106,107.1,104.65,105.75,106.05,105.83,8211,8.69,248,5985,72.89
BSE, EQ, 09-Jan-2023,542,542.1,551.8,535,539.2,538.2,541.85,329956,1787.88,14481,148266,44.94
BSHSL, BE, 09-Jan-2023,284.65,294.7,298.85,292.9,298.85,298.85,298.02,74102,220.84,841, -, -
BSL, BE, 09-Jan-2023,191.65,192.95,196.95,189,190,190.05,191.75,2776,5.32,66, -, -
BSLGOLDETF, EQ, 09-Jan-2023,50.18,51.21,51.21,50.41,50.56,50.57,50.65,8852,4.48,191,4380,49.48
BSLNIFTY, EQ, 09-Jan-2023,20.17,20.69,20.7,20.17,20.37,20.31,20.3,38620,7.84,897,12146,31.45
BSLSENETFG, EQ, 09-Jan-2023,57.95,58,58.89,58,58.52,58.51,58.45,652,0.38,59,239,36.66
BSOFT, EQ, 09-Jan-2023,283.65,287.4,294.95,287.4,293,293.65,292.62,3174952,9290.57,32125,729804,22.99
BTML, SM, 09-Jan-2023,134.95,141.65,141.65,134.55,141.65,141.65,140.45,120000,168.54,16,108000,90
BURNPUR, EQ, 09-Jan-2023,5.5,5.65,5.65,5.45,5.45,5.45,5.52,169201,9.34,292,123869,73.21
BUTTERFLY, EQ, 09-Jan-2023,1536.85,1548.45,1583.45,1533.1,1544,1554.85,1561.58,4600,71.83,792,2652,57.65
BVCL, EQ, 09-Jan-2023,25.3,25.55,26.55,25.5,26.55,26.55,26.36,17598,4.64,124,13172,74.85
BYKE, EQ, 09-Jan-2023,41.4,41.4,47.4,41.4,46.35,46.4,45.37,396906,180.09,3266,177237,44.65
CADSYS, SM, 09-Jan-2023,36.8,36.5,36.5,35.05,35.05,35.05,36.02,6000,2.16,3,6000,100
CALSOFT, EQ, 09-Jan-2023,20.15,20.85,20.85,20.05,20.5,20.3,20.38,17361,3.54,206,10569,60.88
CAMLINFINE, EQ, 09-Jan-2023,159.1,160.6,160.6,153,153.5,154.4,157.43,187180,294.67,5597,98154,52.44
CAMPUS, EQ, 09-Jan-2023,386.95,388.9,393.5,386.1,389.5,389,389.91,132543,516.8,6648,50830,38.35
CAMS, EQ, 09-Jan-2023,2220.75,2232.7,2235,2214.65,2224.95,2223.45,2225.13,42418,943.85,8634,27838,65.63
CANBK, EQ, 09-Jan-2023,320.45,324,328.5,320.65,326.9,326.65,325.24,6926537,22528.04,50424,1530100,22.09
CANFINHOME, EQ, 09-Jan-2023,543.4,545.2,558.8,544.4,553.5,554.1,553.89,962862,5333.21,21786,261712,27.18
CANTABIL, EQ, 09-Jan-2023,1213.2,1232.15,1232.15,1208.5,1219.95,1216.95,1215.26,8650,105.12,757,2277,26.32
CAPACITE, EQ, 09-Jan-2023,160.55,161.7,166,160.2,161.3,162.05,163,529816,863.59,8685,272208,51.38
CAPLIPOINT, EQ, 09-Jan-2023,726.4,730.2,732.6,722.55,731.7,728.7,727.52,23446,170.58,2404,13176,56.2
CAPTRUST, EQ, 09-Jan-2023,78.35,80,80,78.3,79.65,79.45,79.14,1052,0.83,38,630,59.89
CARBORUNIV, EQ, 09-Jan-2023,897.3,901.95,929,895.3,927.75,921.4,911.54,71249,649.46,6755,32163,45.14
CAREERP, EQ, 09-Jan-2023,135.9,138,138,132.8,134.55,134.2,135.05,19549,26.4,675,11842,60.58
CARERATING, EQ, 09-Jan-2023,606.75,610.5,619.9,593.1,611,612.1,608.34,86940,528.89,5285,39444,45.37
CARTRADE, EQ, 09-Jan-2023,480.6,480.95,488,477,480,480.6,482.47,30241,145.9,3455,14385,47.57
CARYSIL, EQ, 09-Jan-2023,461.6,464,472.6,462,466.95,464.65,467.16,33132,154.78,4066,15322,46.25
CASTROLIND, EQ, 09-Jan-2023,125.6,126.65,126.65,123.5,124.1,124.1,124.95,654300,817.57,8551,427721,65.37
CCCL, BE, 09-Jan-2023,1.5,1.45,1.55,1.45,1.55,1.5,1.52,284225,4.32,350, -, -
CCHHL, EQ, 09-Jan-2023,7.35,7.6,7.7,7.45,7.6,7.6,7.64,35897,2.74,113,24033,66.95
CCL, EQ, 09-Jan-2023,518.05,529,529,515,516.15,519,521.36,82732,431.33,7304,28138,34.01
CDSL, EQ, 09-Jan-2023,1117.3,1123,1127.9,1101,1108,1106.3,1113.98,227670,2536.19,19431,116078,50.99
CEATLTD, EQ, 09-Jan-2023,1740.5,1760.7,1767.1,1668,1672,1675.05,1711.94,240382,4115.19,16498,53452,22.24
CELEBRITY, EQ, 09-Jan-2023,17.85,17.85,18.35,16.8,17.4,17.2,17.48,125184,21.88,452,99617,79.58
CENTENKA, EQ, 09-Jan-2023,416.1,418,422.95,418,418.05,419.35,420.35,15289,64.27,989,7404,48.43
CENTEXT, EQ, 09-Jan-2023,9.95,10.1,10.2,9.8,10,9.85,9.93,153423,15.24,643,115150,75.05
CENTRALBK, EQ, 09-Jan-2023,31.45,31.9,32.05,31.05,31.2,31.2,31.52,7322777,2308.13,12643,2643484,36.1
CENTRUM, EQ, 09-Jan-2023,24.25,24.45,24.45,23.85,24.05,24,24.13,65372,15.78,403,43411,66.41
CENTUM, EQ, 09-Jan-2023,722.25,724,724.85,702.05,708.5,708.9,716.38,15962,114.35,1756,5374,33.67
CENTURYPLY, EQ, 09-Jan-2023,517.6,521,525,514.2,516.65,515.8,520.31,65496,340.78,3864,38970,59.5
CENTURYTEX, EQ, 09-Jan-2023,709.75,713.5,721.95,701,704,704.75,709.04,61997,439.58,3844,29129,46.98
CERA, EQ, 09-Jan-2023,5295.95,5322.45,5426,5240,5301,5365.5,5371.91,11993,644.25,3202,4372,36.45
CEREBRAINT, EQ, 09-Jan-2023,13.4,13.75,13.75,13.25,13.3,13.35,13.54,379697,51.41,1163,271923,71.62
CESC, EQ, 09-Jan-2023,75.85,76.45,76.5,74.8,75.4,75.4,75.38,2292517,1728.02,20569,1332646,58.13
CGCL, EQ, 09-Jan-2023,751.2,754.95,764.4,751.8,756.7,756.15,754.1,81136,611.85,1283,5965,7.35
CGPOWER, EQ, 09-Jan-2023,270,272,291.4,271.1,288,289.45,285.13,6464804,18433.05,82157,2726234,42.17
CHALET, EQ, 09-Jan-2023,334.05,335.85,348.15,335.6,337.65,337.7,341.06,179277,611.43,7010,67746,37.79
CHAMBLFERT, EQ, 09-Jan-2023,313.3,316,317.8,312.5,312.8,314.25,314.86,1164262,3665.78,10358,709714,60.96
CHEMBOND, EQ, 09-Jan-2023,242.9,243.95,252.5,243.9,251.95,249.85,248.43,19737,49.03,713,11660,59.08
CHEMCON, EQ, 09-Jan-2023,283.85,287,289.55,283,285.4,284.6,286.67,43298,124.12,2164,22723,52.48
CHEMFAB, EQ, 09-Jan-2023,277.85,277.4,284.95,277.35,280,279.95,279.57,10214,28.56,325,5130,50.23
CHEMPLASTS, EQ, 09-Jan-2023,449.8,452.3,453.45,425.1,430.85,431.65,433.8,583254,2530.18,13853,364996,62.58
CHENNPETRO, EQ, 09-Jan-2023,206.85,208,211.5,208,209.85,209.55,209.85,251741,528.28,5527,95642,37.99
CHEVIOT, EQ, 09-Jan-2023,1163.3,1174.9,1183.4,1158,1169.9,1163,1169.59,1019,11.92,204,645,63.3
CHOICEIN, EQ, 09-Jan-2023,251.45,258.95,258.95,247.55,254,251.7,252.23,24787,62.52,988,3915,15.79
CHOLAFIN, EQ, 09-Jan-2023,667.9,667,685.95,658.45,678,679.2,672.4,3902568,26240.85,50893,1291643,33.1
CHOLAHLDNG, EQ, 09-Jan-2023,559.7,564.7,572,559.7,569,568.65,566.73,29140,165.14,3162,19504,66.93
CIGNITITEC, EQ, 09-Jan-2023,560,565,565,551.45,559,558,557.16,65455,364.69,4297,47028,71.85
CINELINE, EQ, 09-Jan-2023,107.95,108.45,109.5,104.2,105.25,106.8,107.31,59631,63.99,856,28070,47.07
CINEVISTA, EQ, 09-Jan-2023,11.9,11.85,12.1,11.5,12.05,11.85,11.87,16549,1.96,140,6975,42.15
CIPLA, EQ, 09-Jan-2023,1076.35,1081.75,1096.95,1076.9,1088.3,1087.45,1088.81,893437,9727.79,45940,489883,54.83
CLEAN, EQ, 09-Jan-2023,1458.2,1469.7,1481.15,1453.55,1460,1460.25,1467.63,19758,289.97,4014,9754,49.37
CLEDUCATE, EQ, 09-Jan-2023,68.4,69.05,70.2,66.25,66.25,67,68.58,56839,38.98,758,38881,68.41
CLNINDIA, EQ, 09-Jan-2023,358.1,359.9,361,355,355,356.2,357.83,18251,65.31,2830,8651,47.4
CLOUD, SM, 09-Jan-2023,1196.7,1196.85,1256.5,1171.05,1256.5,1255.65,1233.66,91000,1122.63,145,46000,50.55
CLSEL, EQ, 09-Jan-2023,129.75,133.9,134.7,129.75,129.75,130.9,132.36,89873,118.95,2558,40954,45.57
CMICABLES, EQ, 09-Jan-2023,21.85,22,22.65,20.8,21.35,21.25,21.7,127465,27.66,1247,69748,54.72
CMMIPL, ST, 09-Jan-2023,6.2,5.9,6.45,5.9,6.45,6.45,5.93,114000,6.76,17,114000,100
CMSINFO, EQ, 09-Jan-2023,303.05,305.4,309.25,304.5,306,306.65,306.59,84501,259.08,4236,37146,43.96
COALINDIA, EQ, 09-Jan-2023,214.25,215.35,217.7,214,214.6,214.95,215.44,6967190,15010.28,72249,3880056,55.69
COASTCORP, EQ, 09-Jan-2023,233.45,236.25,241.65,230.9,232.95,232,236.14,16665,39.35,538,9813,58.88
COASTPP, E1, 09-Jan-2023,76,73.95,80,71.5,71.5,72.95,74.46,3114,2.32,52,2092,67.18
COCHINSHIP, EQ, 09-Jan-2023,501.55,504.9,510.95,498,501.5,502.2,505.12,550245,2779.39,18321,195723,35.57
COFFEEDAY, EQ, 09-Jan-2023,47.15,47.55,47.95,47.1,47.3,47.3,47.55,605737,288.05,2697,307045,50.69
COFORGE, EQ, 09-Jan-2023,3901,3940,4039.5,3940,4003,4017.35,4010.15,204667,8207.45,23580,41721,20.38
COLPAL, EQ, 09-Jan-2023,1516.7,1524,1537.95,1520.25,1537,1534.9,1528.86,203041,3104.22,17416,140388,69.14
COMPINFO, EQ, 09-Jan-2023,20.2,20.5,20.9,19.2,20.05,20.1,20.25,564090,114.2,1837,249143,44.17
COMPUSOFT, EQ, 09-Jan-2023,19.75,20,20.85,19.8,20.05,20,20.03,50590,10.13,403,27459,54.28
CONCOR, EQ, 09-Jan-2023,736.45,740.1,752.45,736.7,744.45,747.2,747.35,1198453,8956.64,45024,693175,57.84
CONFIPET, EQ, 09-Jan-2023,77.4,78.3,79.6,77.85,79,79.2,78.9,857730,676.72,4196,504188,58.78
CONSOFINVT, EQ, 09-Jan-2023,137.1,137.2,138.05,135,135,135.3,136.74,4160,5.69,73,2860,68.75
CONSUMBEES, EQ, 09-Jan-2023,82.03,82.49,82.89,82.21,82.8,82.76,82.45,20601,16.99,211,15979,77.56
CONTI, SM, 09-Jan-2023,20.1,21.1,21.1,21.1,21.1,21.1,21.1,39996,8.44,12,39996,100
CONTROLPR, EQ, 09-Jan-2023,395.55,409.9,409.9,388.2,391,391.55,394.34,5066,19.98,470,3428,67.67
COOLCAPS, SM, 09-Jan-2023,375.35,370,409,343,409,396.05,364.4,63750,232.31,72,56250,88.24
CORALFINAC, EQ, 09-Jan-2023,33.9,34.5,39.7,33.35,37.5,37.4,37.72,489533,184.65,2590,201604,41.18
CORDSCABLE, EQ, 09-Jan-2023,83.45,83.7,86.7,80.35,81,80.95,83.16,264423,219.9,2508,139118,52.61
COROMANDEL, EQ, 09-Jan-2023,901.75,908.25,908.25,892,896.5,899.05,899.68,302765,2723.91,19638,191904,63.38
COSMOFIRST, EQ, 09-Jan-2023,749,757,765.95,720,728,728.5,737.61,51705,381.38,5726,24732,47.83
COUNCODOS, BE, 09-Jan-2023,5,5,5.2,4.9,5.1,5.1,5.08,34917,1.77,103, -, -
CPSEETF, EQ, 09-Jan-2023,37.59,37.78,37.97,37.45,37.8,37.76,37.83,221562,83.81,2174,135857,61.32
CRAFTSMAN, EQ, 09-Jan-2023,3508.6,3569.9,3707.8,3540.4,3580.2,3596.95,3634.43,119519,4343.84,21887,32146,26.9
CREATIVE, EQ, 09-Jan-2023,516.15,523.9,538.85,520.05,521.1,524.95,530.29,11569,61.35,570,6342,54.82
CREDITACC, EQ, 09-Jan-2023,871.5,875.9,886.7,864.55,885,884.45,876.31,43411,380.41,3726,18097,41.69
CREDITACC, N1, 09-Jan-2023,1007,1004,1004,1004,1004,1004,1004,10,0.1,1,10,100
CREDITACC, N3, 09-Jan-2023,1009,1009,1009,1007,1007,1007.07,1007.61,204,2.06,9,204,100
CREDITACC, N5, 09-Jan-2023,1030,1035,1035,1031.1,1031.1,1031.1,1034.52,445,4.6,3,445,100
CREST, EQ, 09-Jan-2023,189.15,192.45,193.95,189.35,189.35,189.55,191.21,5594,10.7,271,3180,56.85
